time,DVESystem.client[163].clientPresenceFactor:vector
10.221940145507,5
10.880136391536,6
11.102558723428,7
11.274120947768,0
11.308756282204,1
11.550021864401,1
11.724640434323,2
12.234164583666,3
12.960788865646,4
13.197291494628,4
13.278778102155,2
13.500636274857,2
13.736651631822,2
13.738819350754,3
13.795828432099,4
14.911518184327,5
15.060526478375,4
15.311776598667,5
15.446655697636,4
16.001999707629,3
16.122202913844,4
16.135410309709,5
16.152267048277,4
16.374963062839,5
16.861693117324,4
16.929773028908,5
16.948911885886,6
17.002289293147,7
17.078837712276,8
17.130887599291,9
17.147991109059,10
17.24936859114,1
17.265305692853,1
17.268068332572,1
17.65619015363,1
18.127985464691,2
18.613488137604,3
18.688670204229,4
18.772552043548,5
18.801898051033,6
18.8272513164,7
18.833386909164,8
18.859821960153,9
18.934064256872,10
18.93439076575,9
19.115926007277,10
19.219967735684,10
19.359149057055,2
19.518589407102,1
19.78564804858,1
21.00949560892,0
21.220751334904,0
21.311142491427,0
21.527601958853,0
21.57701084148,2
22.640494405079,1
22.717520684308,2
22.865975890633,3
22.92182666492,2
23.109687940087,3
23.210941802374,3
23.396705212558,3
23.606140772874,3
23.803733292724,4
24.021030305867,3
24.26620021756,4
25.02384553866,3
25.268056410427,2
25.290064931676,1
25.349523619619,1
25.960993321998,0
26.301950074559,1
26.757517037754,2
27.404784995022,3
27.829653353522,4
27.836551524216,5
27.838979061387,6
27.881429352653,7
27.955205096364,8
28.020836497417,9
28.221409255079,10
28.291551758956,9
28.789175228188,8
29.342626713455,7
29.421749782137,3
29.549543316491,3
30.253785401607,2
30.494841875265,3
31.066021457,2
31.076963503516,3
31.281401742171,2
31.32531801507,2
31.521279040028,2
31.521659987174,2
31.938732384564,1
32.77916208312,2
33.230781648099,2
33.40045514496,2
33.848976893056,2
34.999688304365,3
35.188859653127,3
35.485271106885,3
36.429241668793,2
36.63398091857,1
36.654999623849,1
37.40905612694,1
37.682769864987,0
38.509257960607,1
39.268235849007,3
39.690699642026,3
39.876921386239,2
40.016438928285,2
40.885713661095,3
40.990163375874,4
41.330444742418,5
41.378803304708,6
41.38016819564,7
41.427742575751,8
41.485500278296,8
41.512048292977,9
41.691665402321,10
41.833131728356,9
41.871904445365,9
41.91541893322,9
42.355833904576,8
42.962411860899,7
43.257211663657,2
43.404504677933,2
43.804647089936,3
43.818769263746,2
44.304725697322,3
45.478927158466,2
45.487190763177,3
45.580016964107,3
45.767504576013,4
45.776261549393,3
45.850098365928,4
46.166372383964,5
46.582202201004,6
47.03620857543,5
47.284915079279,4
47.28575175824,3
47.782694566041,2
47.815434559243,2
47.852740869955,2
48.352622302384,3
48.361971298707,4
48.560587540679,5
48.567229799693,6
48.571623816143,5
48.60055114405,6
48.613487047511,5
48.769931258924,6
48.797024529382,7
48.806366976919,8
48.810890551098,9
48.882451977415,10
48.92096456241,11
50.083905377615,10
50.324631590273,9
50.515080802368,8
50.703083538551,9
50.801056813696,8
50.839970136076,7
50.849410812835,6
51.515888879596,6
51.516854842752,2
52.035224124948,1
52.393369410313,1
52.52069004962,0
53.184566543605,0
53.494952283226,3
53.603075136231,3
53.634560541487,4
54.342902123335,3
54.360574419685,2
54.982710343169,1
55.012357502887,2
55.028115448268,1
55.63152258088,0
55.848220948956,1
55.849051857337,2
55.859877611209,3
55.90360441263,4
56.023457191768,5
56.056397413834,6
56.274744651377,7
56.546692874294,8
56.913107687789,9
57.292528859857,9
57.481904733791,0
57.533263190628,0
57.766903745007,1
57.959158670648,2
58.833985800679,3
59.437263908314,5
59.747596365112,6
59.859915839733,5
59.860112313023,5
59.90685540856,6
59.933746691865,6
59.960119197385,6
59.986978984404,7
60.038091431829,8
60.142041904729,8
60.157913851419,9
60.18332792528,10
60.275042593497,11
60.288285922603,12
60.356147356212,13
60.357131260955,14
60.365113539686,15
60.365844789648,16
60.373355701357,17
60.434608123087,18
60.472296138024,19
60.538281735639,20
60.755107038106,21
60.805901713786,20
61.466075096471,0
61.653562599476,0
61.684012636245,1
62.470119424917,2
63.058916405757,3
63.062901048124,4
63.274802246628,4
63.28570287833,4
63.389470290309,4
63.546979175225,1
63.628706529227,1
64.097030919788,0
64.629748851601,1
64.645647954104,2
65.003793915894,3
65.31715184252,3
65.375917914374,1
65.563082843496,1
65.710639082332,2
66.700219546139,3
66.774908804656,4
66.933409135906,5
66.938728276243,6
66.941987949068,7
67.230055162624,3
67.437551393147,3
68.782345168356,2
69.129668943062,1
69.168190578208,2
69.239613493928,2
69.561781872918,2
69.948503308446,1
70.091159950571,2
70.233047206193,3
70.746694823955,2
71.407956483009,2
71.446982365548,2
71.625520722036,3
71.648061550262,2
71.712026550427,3
71.859923243705,4
71.904489810254,4
71.92487851062,5
72.058399308969,6
72.143381293952,7
72.398717962819,6
72.40205293777,5
72.522825710382,6
72.856051924694,7
73.070685814898,8
73.177546842899,9
73.235498193553,9
73.356057655053,9
73.535446622782,9
73.59365758525,2
73.669088443254,2
73.844330541382,3
74.024588319111,4
74.773135034329,5
74.818166491051,6
75.371684594958,2
75.644622823696,2
75.825065527804,2
76.085306261702,3
77.330279763939,2
77.348561316222,1
77.533453540243,1
78.680343949507,2
79.366764137939,2
79.437162416416,2
79.481601027966,2
80.173483764845,2
80.991858884135,1
81.285448916178,2
81.289160171069,2
81.328850880889,2
81.657610742213,2
81.669450257658,2
81.991117241892,2
82.197943130667,3
82.340627720486,4
82.41150407461,5
82.519961507438,4
82.554310691157,5
82.559701717379,6
82.871287865629,5
83.239215871698,3
83.291015757917,3
83.331591860026,3
83.527807151082,3
83.926314658625,2
84.497994285641,3
84.968012557017,4
85.010959130774,3
85.041974925686,3
85.367115625326,0
85.413070797443,0
86.358069481685,1
86.839989058205,2
87.206617465841,1
87.440608382447,2
87.691112641966,2
87.903301221727,3
