time,DVESystem.client[61].clientPresenceFactor:vector
3.906883683652,1
4.043413740998,1
4.479694868117,2
5.299686101364,3
5.945363136319,1
6.290082266872,1
6.429127433945,1
6.832043673408,0
7.489405372807,1
7.981505592373,1
8.161286746307,1
8.221946353098,0
8.882941759963,1
9.075098205813,2
9.299852018892,3
9.544821739819,3
10.236989468494,2
10.337242177251,3
10.388306791794,3
10.448983127923,4
11.741328331697,3
12.094882533012,2
12.164326033491,2
12.39739772262,2
13.129366647919,3
13.165270434285,2
14.025931589765,3
14.072396015138,3
14.265475690012,2
14.705002232482,2
14.848577694721,1
15.802112245364,2
15.905753110951,2
16.01085434416,4
16.241764365679,4
16.375434156193,3
16.520585548403,3
16.851239566984,4
17.260385894914,3
17.833295425707,3
18.12399964319,3
18.567784412435,3
18.835126045897,2
19.727485714656,1
19.728976363012,1
19.779789523254,1
19.905219207882,3
20.099885815073,3
20.407924372598,3
21.019703732551,2
21.427038982523,2
21.707560193973,2
21.949597994316,1
22.039359422244,1
22.141505164291,3
22.647265843068,4
22.673061731302,3
22.741530529276,4
22.996971612359,5
23.005295897058,6
23.315304573816,7
23.41132038034,8
23.427933455831,9
23.93273575671,2
24.093410955264,1
24.143807285393,1
24.922376586602,0
26.020372193518,2
26.144414424701,2
26.973553556967,3
27.064440531682,2
28.253260093198,6
28.605105418505,6
28.766117466628,7
28.859870495531,8
29.014590720242,7
29.025846412457,7
29.044034706583,7
29.057345852281,7
29.578547610468,7
29.865097170764,7
30.01331343807,4
30.319311196062,4
30.506514733622,5
30.836823936389,4
30.982181680629,3
31.015427984998,3
31.040900233259,3
31.485380299458,3
31.568078198894,4
31.609132149119,5
31.9633741701,3
32.255232456116,2
32.260217356003,2
32.632588358546,3
32.671348284672,2
33.547563353219,3
33.794313377014,2
33.913183492999,2
34.44968484223,3
34.57653989653,3
34.801461026996,2
35.013930026618,3
36.175709048815,3
36.339496441722,3
36.363587157617,3
36.471632359956,4
37.032689577874,3
37.135692323392,3
37.366134198537,3
37.635339670654,2
37.937051189335,4
38.406305381895,4
38.517493745389,4
38.5808849482,3
38.605667508115,2
38.649831427846,3
38.731722803408,2
39.030986300862,1
39.293517289445,2
39.403965206684,3
39.680983281337,2
40.777973023316,3
40.910395286182,3
41.243350520386,2
41.397755019661,1
41.959796379547,3
42.363130493596,3
42.504390392366,4
42.691913372283,3
42.991907093244,2
43.367668718798,1
43.481727645735,2
43.921552860821,2
44.150095412908,2
44.48218783465,3
44.918366587779,4
44.960780934982,3
45.43633537657,4
45.939143694161,1
46.523790004437,1
47.445755799079,2
47.923087214187,2
48.001248635262,2
48.788740033082,1
