time,DVESystem.client[85].clientPresenceFactor:vector
3.051178761792,1
3.218077624374,1
3.589884673905,2
5.205962154943,3
5.521350022514,3
5.820790144211,3
6.258254986294,2
6.884483227973,2
7.121891802523,1
7.151214345101,5
7.216845600191,5
7.513651303653,5
7.553313011399,5
7.88975740365,4
7.890193414216,4
8.461237504163,3
8.603716730218,3
8.684825065381,4
9.075963892909,6
9.223630450225,6
9.304799667252,7
9.459134671642,6
9.593847358278,6
9.611322210884,6
9.722985375394,7
9.895673465169,7
9.919616997836,8
10.215496873649,8
10.385225524738,9
10.394472625566,10
10.54964375716,11
10.675022882623,10
10.676105174504,10
10.713080842859,10
10.749976210275,10
10.845625287245,10
10.849223965796,10
11.116589437105,2
11.325919337385,3
11.359420751164,3
11.377046707609,4
11.527844978011,4
12.443072964458,5
12.525536034394,4
12.550957537836,4
12.606574915531,3
13.220983616049,2
13.246443202309,5
13.40885471233,5
13.569691816532,4
13.570403847357,5
13.625518673486,5
13.80010482055,5
13.974174284679,5
14.436136582844,5
14.495532362261,4
15.068477684048,5
15.362839969965,5
15.425127709235,4
15.49977643981,4
15.869435903347,4
16.50838630113,4
16.729180119241,4
16.754978826573,3
16.952292378661,3
17.024274354373,3
17.087947063942,5
17.143772871998,5
17.23999364517,5
17.417989927133,4
17.459407546204,4
17.672985946777,3
18.090245436298,2
18.557927753591,2
18.946622598084,3
19.326669602137,5
19.364854558712,5
19.406877367269,5
19.748109315093,4
19.793897078707,4
19.90866765705,4
19.970768235373,4
20.01977490053,5
20.790865070506,4
21.08692009403,4
21.088339284461,4
21.317831196424,4
21.644339522867,3
21.767970654131,3
21.845151261497,3
21.906615534905,2
22.206565987156,2
22.576549832775,3
22.641294764365,3
22.668111933174,4
22.794733474758,4
23.030066969333,5
23.109013724905,5
23.232078629121,5
23.295419502827,4
23.435476389756,4
23.528270938233,4
23.878345614418,3
24.196407273361,4
24.588669073103,4
24.677735289551,5
24.789222329442,4
24.973083645531,4
24.99867806178,4
25.807503227423,3
26.404160878311,4
26.52715186366,4
26.538739879497,3
26.781774476131,2
26.825483691634,3
27.115315112148,5
27.218969008955,4
27.471943489337,3
28.314575181237,2
28.324903738751,2
28.442181970008,2
28.849024292566,1
29.140305899698,1
29.210656272216,1
29.357211927222,3
29.409716227914,3
29.425902356367,2
29.442654852963,2
29.678443629027,1
29.767478418392,2
29.830744532197,3
29.886554043527,2
30.085796450652,2
30.165756063314,2
31.131894184083,3
31.393899676341,4
31.465120065923,3
31.490290247651,3
31.619398669679,3
31.695139759851,3
31.786392817671,4
