time,DVESystem.client[65].clientPresenceFactor:vector
4.800723745632,0
4.840120493991,0
5.136797553024,1
5.704709449363,1
5.979595148941,1
7.770665149533,2
9.140632682493,1
9.56872829421,0
9.86537314707,0
10.150199676528,1
10.262106502307,2
10.554982813706,3
10.624178431839,4
10.782608812164,4
11.541047631357,3
11.934107016588,4
11.940582486173,5
11.983492706233,6
12.369846208676,2
12.37502999415,2
12.702255660339,2
12.888114093302,1
13.65453286582,0
13.868869954278,1
14.017275669905,1
14.251262885214,2
15.097318672162,3
15.774775105568,2
15.983987167666,2
16.250174800729,5
16.364393089885,6
16.692666457605,6
16.73862886004,5
17.298566052609,6
18.116941431646,5
18.118140409533,5
18.195549096671,5
18.283673374611,3
18.351385906948,3
18.424383189395,2
18.436698106982,2
18.626480515002,2
19.129143105073,2
19.55703302759,1
19.691472161142,1
20.229471510728,1
20.362228545059,3
20.620718549544,2
20.699734138454,2
22.100654284505,1
22.326554655942,1
22.908942412332,2
23.499782888138,3
24.275616715464,0
24.501702907802,0
24.685117080754,1
24.773676686762,2
25.635232888374,3
26.459977156225,3
26.463738373633,4
26.725526163121,4
27.925083853598,3
28.036232423952,2
28.188352739086,2
28.241711323929,3
28.478147584689,3
28.620168817878,2
29.879228936219,3
29.888287360845,4
29.984455028652,5
30.010619630585,4
30.029632918243,4
30.084304590274,3
30.169790175768,3
30.326291939971,3
30.453472788551,2
30.79891629825,3
30.871557533245,3
31.378502160755,4
31.581343368469,3
31.911471464956,4
32.046902172485,4
32.095780325439,5
32.231105013654,4
32.338964923389,4
32.816687623116,4
33.460146732017,3
33.649606125924,4
33.749631078795,3
33.757391205641,3
33.759336611246,3
34.169422206656,3
34.408772979071,3
34.648627986773,4
34.662948165089,4
35.025882982669,5
35.465997421692,4
36.708828838934,3
37.076806838999,4
37.114864727195,3
37.298218785085,4
37.674410584817,5
37.823397352161,6
38.470698251649,3
38.519533534135,3
38.853996738606,2
39.01380766481,3
39.385927522454,2
39.561128697759,3
40.243636498149,0
40.486748737606,1
40.623721779738,1
41.054851425891,2
41.056080388135,3
41.597798588885,4
42.508767128256,3
42.677065226693,4
42.799896859729,5
42.84726840741,4
43.097990778212,3
43.556793163004,2
44.228029365495,5
44.479122045476,5
44.965697532565,4
45.54225352003,3
45.735110832109,2
45.780741129873,2
45.978603095687,2
46.328718619228,4
46.541578271133,4
46.557984683663,3
46.574898451511,3
46.860409695426,4
47.099664719251,3
48.212667206598,2
48.564007030538,2
48.727729490145,1
50.087541793948,0
51.432904931973,1
51.888888438386,2
52.240972976054,0
52.547913357007,0
54.01878192413,1
54.290760204737,3
54.622217268988,3
55.585130729193,4
55.638248394274,3
56.653436284518,3
56.734541461149,3
56.854059397902,2
56.87281303102,3
57.384047460012,3
57.506515329146,2
57.7287671477,2
58.414283947607,2
58.717008789425,1
59.393587844947,1
60.354417946092,1
60.367978158558,0
60.534743432763,1
61.042110300323,2
62.255275678356,1
62.777756075745,0
63.044725675504,0
63.420886993522,1
64.023477478396,1
64.461183560968,1
64.591295118222,4
64.848329478027,4
65.670934019854,3
65.838709905851,3
66.454194995096,3
66.518112582116,4
66.627030625823,4
66.816110967404,4
67.19041595518,5
68.168891398566,4
68.209687947152,5
68.237089298102,3
68.243915380515,2
68.281946881936,2
68.321005692865,2
68.353153274208,2
68.72374877525,1
68.913569079721,0
69.252505164361,1
69.390777018176,2
69.453513951898,3
70.137908850655,3
71.192003060958,2
71.285926268921,1
71.370075957627,0
71.380284612644,1
72.376004939503,6
72.89601676814,5
72.943862201123,5
74.986361899496,6
75.345813261543,7
75.439550686935,7
76.189009229197,8
76.222593913332,7
76.238504113013,7
76.241282905241,7
76.296490734541,7
76.346497201128,7
76.604222621919,6
77.19503236028,5
77.311745647408,6
78.320957501262,0
78.405253806173,0
78.448131064602,0
78.48136583402,1
79.442021820321,2
80.250642815436,3
80.281944826009,3
80.803261789264,3
80.938019661187,4
81.089076404958,3
81.244495485577,2
81.294456683759,3
81.571146341689,2
81.894679609173,3
82.355328567444,6
82.670695329293,6
82.975229589798,5
83.46519556124,4
83.700408092938,3
84.101157197489,2
84.18984010273,2
84.309377070824,2
84.337386120565,1
84.424665953463,1
84.513764400846,4
84.806379775243,4
85.032334744075,3
85.060112777323,4
85.669291059683,3
85.852848223894,3
86.045469329675,3
86.221197263196,2
86.228266316394,5
86.477243257824,5
87.26457727109,4
87.497734070042,5
87.59581334712,5
87.888408053055,4
88.002655301005,3
88.291360119298,3
88.378028498518,3
88.3861813078,2
88.392693747385,2
88.475913733095,2
88.555444994543,2
88.898510942359,3
88.910883487023,3
89.523995940093,4
89.994371911059,5
90.068948628205,4
90.082619691929,4
90.206477443181,4
90.421280143363,4
90.54764544031,4
90.744973459234,3
91.283198133007,4
91.343174936296,3
92.002237888544,2
92.02977113306,2
92.134187617602,3
92.674353728836,3
93.185839623158,2
93.565628033536,2
94.081677948616,1
94.2948071505,5
94.745582415747,5
94.819516943307,6
94.824337686112,7
95.037288202355,8
95.057999195538,9
95.184920272748,10
95.67490927753,9
95.826149071316,9
96.009546646797,8
96.38506504156,1
96.486000585078,1
97.003629361045,0
98.444265124368,4
98.645691619265,5
98.931018598208,5
99.532206290184,4
99.711931091165,3
100.279222827474,4
100.492886558362,3
101.513247746731,4
101.713174328817,3
102.108200450109,2
102.474486722969,3
102.619151888137,3
102.894373154397,4
103.537453566029,3
104.222606145489,2
104.280255284775,2
104.620006766168,2
104.709637589498,1
104.95162523845,0
105.867552194401,1
106.285001154521,3
106.649566749857,3
106.808796938184,4
106.873637555523,3
