time,DVESystem.client[271].clientPresenceFactor:vector
6.165644995869,2
6.875690696961,3
7.72437526245,3
7.85335132378,3
7.986567273927,3
8.279896203539,4
8.709538012132,3
8.990069432246,4
9.113958116696,5
9.19426899927,6
9.248156187604,7
9.261783465391,8
9.311074225876,9
9.365928296132,10
9.505953516519,11
9.895126170965,2
10.011663305877,2
10.1045776546,3
10.221347669383,3
10.32253180915,4
10.742786700159,3
10.948488886288,2
10.963193735218,3
11.051641786111,3
11.855641904721,9
11.887277467215,10
12.394207022973,9
12.459847405504,8
12.474424579921,8
12.532240998329,8
12.544271868866,8
12.552648030836,7
12.602646431099,6
12.640385759955,6
12.652032126865,6
12.824501988544,6
13.183152246008,7
13.468791304888,8
13.607384650661,8
13.660172719866,8
13.684975209723,8
13.727898398199,8
13.814493513979,8
13.863988222209,5
13.867113445011,5
13.874153304018,6
14.002166178247,6
14.178578435998,5
14.185848153851,5
14.189255093474,4
14.878104126879,3
15.424598574599,3
15.538068911263,3
15.538447156404,2
15.668423009366,10
15.70173389067,10
15.750116227687,10
15.817532841219,10
15.887752550308,10
15.944888072165,11
16.2433709205,11
16.297472379937,10
16.34005671641,10
16.378979864716,10
16.506526709663,10
16.597823810122,10
16.645677401382,10
16.658832425438,10
16.719487957345,10
17.08723784486,10
17.215463502392,9
17.376887715573,8
17.474937976644,7
17.661008143371,8
17.66149128528,7
17.67274205257,2
17.675262151796,2
17.697748284737,3
17.787952812994,3
18.098423566494,3
18.27597805626,2
18.357447230521,1
18.404405206763,1
18.409406433467,1
18.58105192308,2
19.186495301758,3
19.303742789929,4
20.060151572344,5
20.073050381449,4
20.701145013614,3
21.266539912853,2
21.73558117551,3
22.060060089192,3
22.30890121819,2
22.408226042412,1
22.551654855416,0
22.797789440915,1
23.058690776317,2
23.394364694035,2
23.789594311111,2
23.884452479294,6
23.946041721522,6
23.969253943405,6
24.368811357062,6
24.5727713995,5
25.113050457535,4
25.184232716231,4
25.194636290436,3
25.398181785164,4
25.447003318266,3
25.561451352018,3
25.710299908524,9
25.970340591127,8
26.194818645561,8
26.313232696494,9
